"Name","Type_1","Type_2","Total","HP","Attack","Defense","Sp_Atk","Sp_Def","Speed","Generation","isLegendary","Color","hasGender","Pr_Male","Egg_Group_1","Egg_Group_2","hasMegaEvolution","Height_m","Weight_kg","Catch_Rate","Body_Style","Cluster"
"Remoraid","Water",,0.29999999999999993,0.3053691275167785,0.43750000000000006,0.28620689655172415,0.4535714285714286,0.20384615384615384,0.4724137931034482,0.28,"False","Grey","True",0.55,"Water_1","Water_2","False",0.61,12.0,190,"with_fins","cluster_1"
"Octillery","Water",,0.6,0.546979865771812,0.6625000000000001,0.5344827586206896,0.7107142857142856,0.48076923076923084,0.34827586206896555,0.28,"False","Red","True",0.55,"Water_1","Water_2","False",0.89,28.5,75,"several_limbs","cluster_2"
"Delibird","Ice","Flying",0.35,0.3657718120805369,0.38125000000000003,0.34827586206896555,0.4535714285714286,0.2730769230769231,0.5344827586206896,0.28,"False","Red","True",0.55,"Water_1","Field","False",0.89,16.0,45,"two_wings","cluster_2"
"Mantine","Water","Flying",0.575,0.4865771812080537,0.29687500000000006,0.503448275862069,0.5499999999999999,0.9307692307692308,0.503448275862069,0.28,"False","Purple","True",0.55,"Water_1",,"False",2.11,220.0,25,"two_wings","cluster_2"
"Skarmory","Steel","Flying",0.575,0.4865771812080537,0.5218750000000001,0.9379310344827586,0.2928571428571428,0.4461538461538461,0.503448275862069,0.28,"False","Grey","True",0.55,"Flying",,"False",1.7,50.5,25,"two_wings","cluster_2"
"Houndour","Dark","Fire",0.35,0.3657718120805369,0.40937500000000004,0.2551724137931034,0.5499999999999999,0.3076923076923077,0.4724137931034482,0.28,"False","Black","True",0.55,"Field",,"False",0.61,10.8,120,"quadruped","cluster_2"
"Houndoom","Dark","Fire",0.6333333333333333,0.546979865771812,0.5781250000000001,0.3793103448275862,0.7428571428571429,0.5153846153846154,0.6586206896551724,0.28,"False","Black","True",0.55,"Field",,"True",1.4,35.0,45,"quadruped","cluster_2"
"Kingdra","Water","Dragon",0.7,0.546979865771812,0.6062500000000001,0.6586206896551724,0.6464285714285714,0.6192307692307693,0.596551724137931,0.28,"False","Blue","True",0.55,"Water_1","Dragon","False",1.8,152.0,45,"head_base","cluster_2"
"Phanpy","Ground",,0.35,0.6375838926174496,0.40937500000000004,0.4413793103448276,0.2928571428571428,0.23846153846153847,0.3172413793103448,0.28,"False","Blue","True",0.55,"Field",,"False",0.51,33.5,120,"quadruped","cluster_2"
"Donphan","Ground",,0.6333333333333333,0.6375838926174496,0.7468750000000001,0.8137931034482758,0.4214285714285715,0.3769230769230769,0.3793103448275862,0.28,"False","Grey","True",0.55,"Field",,"False",1.09,120.0,60,"quadruped","cluster_2"
"Porygon2","Normal",,0.6583333333333333,0.6073825503355704,0.5218750000000001,0.6275862068965518,0.7107142857142856,0.6192307692307693,0.4413793103448276,0.28,"False","Red","False",,"Mineral",,"False",0.61,32.5,45,"head_legs","cluster_2"
"Stantler","Normal",,0.575,0.5348993288590604,0.6062500000000001,0.45379310344827584,0.5821428571428571,0.4115384615384615,0.596551724137931,0.28,"False","Brown","True",0.55,"Field",,"False",1.4,71.2,45,"quadruped","cluster_2"
"Smeargle","Normal",,0.21666666666666665,0.4261744966442953,0.184375,0.28620689655172415,0.16428571428571428,0.2730769230769231,0.5344827586206896,0.28,"False","White","True",0.55,"Field",,"False",1.19,58.0,45,"bipedal_tailed","cluster_1"
"Tyrogue","Fighting",,0.15,0.3053691275167785,0.26875000000000004,0.28620689655172415,0.26071428571428573,0.20384615384615384,0.28620689655172415,0.28,"False","Purple","True",1.0,"Undiscovered",,"False",0.71,21.0,75,"bipedal_tailless","cluster_1"
"Hitmontop","Fighting",,0.5583333333333333,0.3959731543624161,0.6062500000000001,0.6586206896551724,0.26071428571428573,0.7230769230769232,0.503448275862069,0.28,"False","Brown","True",1.0,"Human-Like",,"False",1.4,48.0,45,"bipedal_tailed","cluster_2"
"Smoochum","Ice","Psychic",0.30833333333333335,0.3657718120805369,0.24062500000000003,0.16206896551724137,0.5821428571428571,0.4115384615384615,0.4724137931034482,0.28,"False","Pink","True",0.1,"Undiscovered",,"False",0.41,6.0,45,"bipedal_tailless","cluster_2"
"Elekid","Electric",,0.4,0.3657718120805369,0.4262500000000001,0.2986206896551724,0.4535714285714286,0.3423076923076923,0.6586206896551724,0.28,"False","Yellow","True",0.775,"Undiscovered",,"False",0.61,23.5,45,"bipedal_tailless","cluster_2"
"Magby","Fire",,0.4083333333333333,0.3657718120805369,0.4937500000000001,0.2986206896551724,0.48571428571428577,0.3423076923076923,0.5841379310344827,0.28,"False","Red","True",0.775,"Undiscovered",,"False",0.71,21.4,45,"bipedal_tailed","cluster_2"
"Miltank","Normal",,0.6166666666666667,0.6677852348993288,0.5218750000000001,0.7206896551724138,0.2928571428571428,0.4461538461538461,0.6896551724137931,0.28,"False","Pink","True",0.1,"Field",,"False",1.19,75.5,45,"bipedal_tailed","cluster_2"
"Raikou","Electric",,0.7666666666666666,0.6375838926174496,0.55,0.5344827586206896,0.775,0.6538461538461539,0.7827586206896552,0.28,"True","Yellow","False",,"Undiscovered",,"False",1.91,178.0,3,"quadruped","cluster_2"
"Entei","Fire",,0.7666666666666666,0.7885906040268456,0.7187500000000001,0.596551724137931,0.6142857142857142,0.48076923076923084,0.6896551724137931,0.28,"True","Brown","False",,"Undiscovered",,"False",2.11,198.0,3,"quadruped","cluster_2"
"Suicune","Water",,0.7666666666666666,0.697986577181208,0.4937500000000001,0.7827586206896552,0.6142857142857142,0.7576923076923078,0.596551724137931,0.28,"True","Blue","False",,"Undiscovered",,"False",2.01,187.0,3,"quadruped","cluster_2"
"Larvitar","Rock","Ground",0.29999999999999993,0.3959731543624161,0.43187500000000006,0.3793103448275862,0.32499999999999996,0.3076923076923077,0.3234482758620689,0.28,"False","Green","True",0.55,"Monster",,"False",0.61,72.0,45,"bipedal_tailed","cluster_2"
"Pupitar","Rock","Ground",0.4833333333333333,0.5167785234899329,0.544375,0.503448275862069,0.4535714285714286,0.4461538461538461,0.3855172413793103,0.28,"False","Grey","True",0.55,"Monster",,"False",1.19,152.0,45,"serpentine_body","cluster_2"
"Tyranitar","Rock","Dark",0.7999999999999999,0.697986577181208,0.8256250000000002,0.7517241379310344,0.6464285714285714,0.6538461538461539,0.4475862068965517,0.28,"False","Green","True",0.55,"Monster",,"True",2.01,202.0,45,"bipedal_tailed","cluster_2"
"Lugia","Psychic","Flying",0.9333333333333332,0.7342281879194631,0.5781250000000001,0.8758620689655172,0.6142857142857142,1,0.7517241379310344,0.28,"True","White","False",,"Undiscovered",,"False",5.21,216.0,3,"two_wings","cluster_2"
"Ho-Oh","Fire","Flying",0.9333333333333332,0.7342281879194631,0.8031250000000001,0.6275862068965518,0.7428571428571429,1,0.6275862068965518,0.28,"True","Red","False",,"Undiscovered",,"False",3.81,199.0,3,"two_wings","cluster_2"
"Celebi","Psychic","Grass",0.7999999999999999,0.697986577181208,0.6343750000000001,0.6896551724137931,0.6785714285714285,0.6538461538461539,0.6896551724137931,0.28,"False","Green","False",,"Undiscovered",,"False",0.61,5.0,45,"bipedal_tailless","cluster_2"
"Treecko","Grass",,0.31666666666666665,0.3355704697986577,0.32500000000000007,0.28620689655172415,0.4535714285714286,0.3423076923076923,0.503448275862069,0.46,"False","Green","True",0.8875,"Monster","Dragon","False",0.51,5.0,45,"bipedal_tailed","cluster_2"
"Grovyle","Grass",,0.475,0.3959731543624161,0.43750000000000006,0.34827586206896555,0.5821428571428571,0.4115384615384615,0.6586206896551724,0.46,"False","Green","True",0.8875,"Monster","Dragon","False",0.89,21.6,45,"bipedal_tailed","cluster_2"
"Sceptile","Grass",,0.6833333333333333,0.5167785234899329,0.55,0.4724137931034482,0.7107142857142856,0.55,0.8137931034482758,0.46,"False","Green","True",0.8875,"Monster","Dragon","True",1.7,52.2,45,"bipedal_tailed","cluster_2"
"Torchic","Fire",,0.31666666666666665,0.3657718120805369,0.40937500000000004,0.3172413793103448,0.48571428571428577,0.3076923076923077,0.34827586206896555,0.46,"False","Red","True",0.8875,"Field",,"False",0.41,2.5,45,"head_legs","cluster_2"
"Combusken","Fire","Fighting",0.475,0.4563758389261745,0.55,0.4413793103448276,0.5821428571428571,0.3769230769230769,0.41034482758620683,0.46,"False","Red","True",0.8875,"Field",,"False",0.89,19.5,45,"bipedal_tailed","cluster_2"
"Blaziken","Fire","Fighting",0.6833333333333333,0.5771812080536912,0.7468750000000001,0.503448275862069,0.7428571428571429,0.4461538461538461,0.5655172413793104,0.46,"False","Red","True",0.8875,"Field",,"True",1.91,52.0,45,"bipedal_tailed","cluster_2"
"Mudkip","Water",,0.31666666666666665,0.3959731543624161,0.46562500000000007,0.3793103448275862,0.3571428571428571,0.3076923076923077,0.3172413793103448,0.46,"False","Blue","True",0.8875,"Monster","Water_1","False",0.41,7.6,45,"quadruped","cluster_2"
"Marshtomp","Water","Ground",0.475,0.5167785234899329,0.55,0.503448275862069,0.4214285714285715,0.4461538461538461,0.3793103448275862,0.46,"False","Blue","True",0.8875,"Monster","Water_1","False",0.71,28.0,45,"bipedal_tailed","cluster_2"
"Swampert","Water","Ground",0.6916666666666667,0.697986577181208,0.690625,0.6275862068965518,0.5821428571428571,0.5846153846153846,0.4413793103448276,0.46,"False","Blue","True",0.8875,"Monster","Water_1","True",1.5,81.9,45,"bipedal_tailed","cluster_2"
"Poochyena","Dark",,0.16666666666666666,0.3053691275167785,0.38125000000000003,0.28620689655172415,0.2285714285714286,0.16923076923076924,0.28620689655172415,0.46,"False","Grey","True",0.55,"Field",,"False",0.51,13.6,255,"quadruped","cluster_1"
"Mightyena","Dark",,0.5,0.5167785234899329,0.5781250000000001,0.503448275862069,0.4214285714285715,0.3769230769230769,0.503448275862069,0.46,"False","Grey","True",0.55,"Field",,"False",0.99,37.0,127,"quadruped","cluster_2"
"Zigzagoon","Normal",,0.19999999999999998,0.323489932885906,0.24062500000000003,0.3234482758620689,0.2285714285714286,0.2453846153846154,0.4413793103448276,0.46,"False","Brown","True",0.55,"Field",,"False",0.41,17.5,255,"quadruped","cluster_1"
"Linoone","Normal",,0.5,0.5651006711409395,0.46562500000000007,0.4475862068965517,0.3571428571428571,0.38384615384615384,0.6896551724137931,0.46,"False","White","True",0.55,"Field",,"False",0.51,32.5,90,"quadruped","cluster_2"
"Wurmple","Bug",,0.12499999999999997,0.3657718120805369,0.32500000000000007,0.28620689655172415,0.16428571428571428,0.16923076923076924,0.19310344827586207,0.46,"False","Red","True",0.55,"Bug",,"False",0.3,3.6,255,"serpentine_body","cluster_1"
"Silcoon","Bug",,0.14166666666666664,0.3959731543624161,0.26875000000000004,0.41034482758620683,0.19642857142857142,0.1346153846153846,0.16206896551724137,0.46,"False","White","True",0.55,"Bug",,"False",0.61,10.0,120,"head_only","cluster_1"
"Beautifly","Bug","Flying",0.45833333333333326,0.4563758389261745,0.46562500000000007,0.3793103448275862,0.6785714285714285,0.3076923076923077,0.4724137931034482,0.46,"False","Yellow","True",0.55,"Bug",,"False",0.99,28.4,45,"four_wings","cluster_2"
"Cascoon","Bug",,0.14166666666666664,0.3959731543624161,0.26875000000000004,0.41034482758620683,0.19642857142857142,0.1346153846153846,0.16206896551724137,0.46,"False","Purple","True",0.55,"Bug",,"False",0.71,11.5,120,"head_only","cluster_1"
"Dustox","Bug","Poison",0.44166666666666665,0.4563758389261745,0.3531250000000001,0.503448275862069,0.3571428571428571,0.5846153846153846,0.4724137931034482,0.46,"False","Green","True",0.55,"Bug",,"False",1.19,31.6,45,"four_wings","cluster_2"
"Lotad","Water","Grass",0.16666666666666666,0.3355704697986577,0.24062500000000003,0.2551724137931034,0.2928571428571428,0.3076923076923077,0.2551724137931034,0.46,"False","Green","True",0.55,"Water_1","Grass","False",0.51,2.6,255,"insectoid","cluster_1"
"Lombre","Water","Grass",0.3666666666666666,0.4563758389261745,0.3531250000000001,0.3793103448275862,0.4214285714285715,0.4461538461538461,0.3793103448275862,0.46,"False","Green","True",0.55,"Water_1","Grass","False",1.19,32.5,120,"bipedal_tailless","cluster_2"
"Ludicolo","Water","Grass",0.6,0.5771812080536912,0.46562500000000007,0.503448275862069,0.6142857142857142,0.6538461538461539,0.503448275862069,0.46,"False","Green","True",0.55,"Water_1","Grass","False",1.5,55.0,45,"bipedal_tailless","cluster_2"
"Seedot","Grass",,0.16666666666666666,0.3355704697986577,0.29687500000000006,0.3793103448275862,0.2285714285714286,0.16923076923076924,0.2551724137931034,0.46,"False","Brown","True",0.55,"Field","Grass","False",0.51,4.0,255,"head_legs","cluster_1"
"Nuzleaf","Grass","Dark",0.3666666666666666,0.5167785234899329,0.46562500000000007,0.3172413793103448,0.4214285714285715,0.23846153846153847,0.4413793103448276,0.46,"False","Brown","True",0.55,"Field","Grass","False",0.99,28.0,120,"bipedal_tailless","cluster_2"
"Shiftry","Grass","Dark",0.6,0.6375838926174496,0.6343750000000001,0.4413793103448276,0.6142857142857142,0.3769230769230769,0.5655172413793104,0.46,"False","Brown","True",0.55,"Field","Grass","False",1.3,59.6,45,"bipedal_tailless","cluster_2"
"Taillow","Normal","Flying",0.24999999999999997,0.3355704697986577,0.38125000000000003,0.2551724137931034,0.2285714285714286,0.16923076923076924,0.596551724137931,0.46,"False","Blue","True",0.55,"Flying",,"False",0.3,2.3,200,"two_wings","cluster_1"
"Swellow","Normal","Flying",0.5166666666666666,0.4563758389261745,0.55,0.4413793103448276,0.3571428571428571,0.3076923076923077,0.8448275862068966,0.46,"False","Blue","True",0.55,"Flying",,"False",0.71,19.8,45,"two_wings","cluster_2"
"Wingull","Water","Flying",0.24999999999999997,0.3355704697986577,0.24062500000000003,0.2551724137931034,0.38928571428571435,0.16923076923076924,0.596551724137931,0.46,"False","White","True",0.55,"Water_1","Flying","False",0.61,9.5,190,"two_wings","cluster_1"
"Pelipper","Water","Flying",0.5166666666666666,0.4563758389261745,0.3531250000000001,0.6896551724137931,0.5821428571428571,0.4461538461538461,0.4724137931034482,0.46,"False","Yellow","True",0.55,"Water_1","Flying","False",1.19,28.0,45,"two_wings","cluster_2"
"Ralts","Psychic","Fairy",0.12999999999999998,0.26308724832214764,0.21250000000000002,0.22413793103448276,0.32499999999999996,0.20384615384615384,0.3172413793103448,0.46,"False","White","True",0.55,"Amorphous",,"False",0.41,6.6,235,"bipedal_tailless","cluster_1"
"Kirlia","Psychic","Fairy",0.2633333333333333,0.323489932885906,0.26875000000000004,0.28620689655172415,0.4535714285714286,0.3423076923076923,0.3793103448275862,0.46,"False","White","True",0.55,"Amorphous",,"False",0.79,20.2,120,"bipedal_tailless","cluster_2"
"Gardevoir","Psychic","Fairy",0.6633333333333333,0.5046979865771812,0.43750000000000006,0.4724137931034482,0.8392857142857143,0.7576923076923078,0.5655172413793104,0.46,"False","White","True",0.55,"Amorphous",,"True",1.6,48.4,45,"bipedal_tailless","cluster_2"
"Surskit","Bug","Water",0.24833333333333332,0.3355704697986577,0.24062500000000003,0.2675862068965517,0.3571428571428571,0.32153846153846155,0.4724137931034482,0.46,"False","Blue","True",0.55,"Water_1","Bug","False",0.51,1.7,200,"insectoid","cluster_1"
"Masquerain","Bug","Flying",0.49,0.5167785234899329,0.40937500000000004,0.45379310344827584,0.5499999999999999,0.5292307692307693,0.4413793103448276,0.46,"False","Blue","True",0.55,"Water_1","Bug","False",0.79,3.6,75,"four_wings","cluster_2"
"Shroomish","Grass",,0.29166666666666663,0.4563758389261745,0.29687500000000006,0.4413793103448276,0.2928571428571428,0.3769230769230769,0.28620689655172415,0.46,"False","Brown","True",0.55,"Fairy","Grass","False",0.41,4.5,255,"head_legs","cluster_1"
"Breloom","Grass","Fighting",0.5666666666666667,0.4563758389261745,0.8031250000000001,0.5655172413793104,0.4214285714285715,0.3769230769230769,0.503448275862069,0.46,"False","Green","True",0.55,"Fairy","Grass","False",1.19,39.2,90,"bipedal_tailed","cluster_2"
"Slakoth","Normal",,0.2666666666666666,0.4563758389261745,0.40937500000000004,0.4413793103448276,0.26071428571428573,0.20384615384615384,0.2551724137931034,0.46,"False","Brown","True",0.55,"Field",,"False",0.79,24.0,255,"quadruped","cluster_1"
"Vigoroth","Normal",,0.5333333333333333,0.5771812080536912,0.5218750000000001,0.5655172413793104,0.38928571428571435,0.3423076923076923,0.6275862068965518,0.46,"False","White","True",0.55,"Field",,"False",1.4,46.5,120,"bipedal_tailed","cluster_2"
"Slaking","Normal",,0.9166666666666666,0.9999999999999999,0.9718750000000002,0.6896551724137931,0.6464285714285714,0.4115384615384615,0.6896551724137931,0.46,"False","Brown","True",0.55,"Field",,"False",2.01,130.5,45,"bipedal_tailless","cluster_3"
"Nincada","Bug","Ground",0.24333333333333332,0.28120805369127516,0.32500000000000007,0.6275862068965518,0.2285714285714286,0.16923076923076924,0.3172413793103448,0.46,"False","Grey","True",0.55,"Bug",,"False",0.51,5.5,255,"insectoid","cluster_1"
"Ninjask","Bug","Flying",0.5599999999999999,0.46241610738255035,0.5781250000000001,0.34827586206896555,0.3571428571428571,0.3076923076923077,1,0.46,"False","Yellow","True",0.55,"Bug",,"False",0.79,12.0,120,"four_wings","cluster_2"
"Shedinja","Bug","Ghost",0.19333333333333333,0.1,0.5781250000000001,0.34827586206896555,0.2285714285714286,0.16923076923076924,0.3172413793103448,0.46,"False","Brown","False",,"Mineral",,"False",0.79,1.2,45,"head_base","cluster_2"
"Whismur","Normal",,0.19999999999999998,0.48053691275167787,0.35875000000000007,0.21172413793103448,0.36357142857142855,0.12076923076923077,0.24275862068965517,0.46,"False","Pink","True",0.55,"Monster","Field","False",0.61,16.3,190,"bipedal_tailed","cluster_1"
"Loudred","Normal",,0.4,0.6013422818791946,0.47125000000000006,0.3358620689655172,0.4921428571428571,0.25923076923076926,0.36689655172413793,0.46,"False","Blue","True",0.55,"Monster","Field","False",0.99,40.5,120,"bipedal_tailed","cluster_2"
"Exploud","Normal",,0.6166666666666667,0.7221476510067114,0.5837500000000001,0.45999999999999996,0.6207142857142857,0.466923076923077,0.4910344827586207,0.46,"False","Blue","True",0.55,"Monster","Field","False",1.5,84.0,45,"bipedal_tailed","cluster_2"
"Makuhita","Fighting",,0.19499999999999998,0.5288590604026846,0.40937500000000004,0.2551724137931034,0.16428571428571428,0.16923076923076924,0.22413793103448276,0.46,"False","Yellow","True",0.775,"Human-Like",,"False",0.99,86.4,180,"bipedal_tailless","cluster_1"
"Hariyama","Fighting",,0.59,0.963758389261745,0.7468750000000001,0.4413793103448276,0.2928571428571428,0.3769230769230769,0.3793103448275862,0.46,"False","Brown","True",0.775,"Human-Like",,"False",2.31,253.8,200,"bipedal_tailless","cluster_1"
"Azurill","Normal","Fairy",0.11666666666666667,0.3959731543624161,0.184375,0.3172413793103448,0.16428571428571428,0.23846153846153847,0.19310344827586207,0.46,"False","Blue","True",0.325,"Undiscovered",,"False",0.2,2.0,150,"head_legs","cluster_1"
"Nosepass","Rock",,0.42499999999999993,0.2751677852348993,0.32500000000000007,0.906896551724138,0.32499999999999996,0.5846153846153846,0.2551724137931034,0.46,"False","Grey","True",0.55,"Mineral",,"False",0.99,97.0,255,"bipedal_tailless","cluster_1"
"Skitty","Normal",,0.2333333333333333,0.3959731543624161,0.32500000000000007,0.34827586206896555,0.26071428571428573,0.20384615384615384,0.3793103448275862,0.46,"False","Pink","True",0.325,"Field","Fairy","False",0.61,11.0,255,"quadruped","cluster_1"
"Delcatty","Normal",,0.43333333333333335,0.5167785234899329,0.43750000000000006,0.4724137931034482,0.38928571428571435,0.3423076923076923,0.503448275862069,0.46,"False","Purple","True",0.325,"Field","Fairy","False",1.09,32.6,60,"quadruped","cluster_2"
"Sableye","Dark","Ghost",0.43333333333333335,0.3959731543624161,0.4937500000000001,0.5344827586206896,0.4535714285714286,0.4115384615384615,0.3793103448275862,0.46,"False","Purple","True",0.55,"Human-Like",,"True",0.51,11.0,45,"bipedal_tailless","cluster_2"
"Mawile","Steel","Fairy",0.43333333333333335,0.3959731543624161,0.55,0.596551724137931,0.38928571428571435,0.3423076923076923,0.3793103448275862,0.46,"False","Black","True",0.55,"Field","Fairy","True",0.61,11.5,45,"bipedal_tailless","cluster_2"
"Aron","Steel","Rock",0.35,0.3959731543624161,0.46562500000000007,0.6896551724137931,0.2928571428571428,0.23846153846153847,0.2551724137931034,0.46,"False","Grey","True",0.55,"Monster",,"False",0.41,60.0,180,"quadruped","cluster_1"
"Lairon","Steel","Rock",0.5166666666666666,0.4563758389261745,0.5781250000000001,0.9379310344827586,0.3571428571428571,0.3076923076923077,0.3172413793103448,0.46,"False","Grey","True",0.55,"Monster",,"False",0.89,120.0,90,"quadruped","cluster_2"
"Aggron","Steel","Rock",0.6833333333333333,0.5167785234899329,0.690625,1,0.4214285714285715,0.3769230769230769,0.3793103448275862,0.46,"False","Grey","True",0.55,"Monster",,"True",2.11,360.0,45,"bipedal_tailed","cluster_0"
"Meditite","Fighting","Psychic",0.2666666666666666,0.2751677852348993,0.29687500000000006,0.41034482758620683,0.2928571428571428,0.3423076923076923,0.4413793103448276,0.46,"False","Blue","True",0.55,"Human-Like",,"False",0.61,11.2,180,"bipedal_tailless","cluster_1"
"Medicham","Fighting","Psychic",0.4833333333333333,0.4563758389261745,0.40937500000000004,0.5344827586206896,0.4214285714285715,0.48076923076923084,0.5655172413793104,0.46,"False","Red","True",0.55,"Human-Like",,"True",1.3,31.5,90,"bipedal_tailless","cluster_2"
"Electrike","Electric",,0.29166666666666663,0.3355704697986577,0.32500000000000007,0.3172413793103448,0.4535714285714286,0.23846153846153847,0.4724137931034482,0.46,"False","Green","True",0.55,"Field",,"False",0.61,15.2,120,"quadruped","cluster_2"
"Manectric","Electric",,0.5916666666666667,0.5167785234899329,0.4937500000000001,0.4413793103448276,0.7107142857142856,0.3769230769230769,0.7206896551724138,0.46,"False","Yellow","True",0.55,"Field",,"True",1.5,40.2,45,"quadruped","cluster_2"
"Plusle","Electric",,0.475,0.4563758389261745,0.3531250000000001,0.3172413793103448,0.5821428571428571,0.48076923076923084,0.6586206896551724,0.46,"False","Yellow","True",0.55,"Fairy",,"False",0.41,4.2,200,"bipedal_tailed","cluster_1"
"Minun","Electric",,0.475,0.4563758389261745,0.29687500000000006,0.3793103448275862,0.5178571428571429,0.55,0.6586206896551724,0.46,"False","Yellow","True",0.55,"Fairy",,"False",0.41,4.2,200,"bipedal_tailed","cluster_1"
"Volbeat","Bug",,0.4666666666666667,0.4865771812080537,0.4825000000000001,0.41034482758620683,0.33785714285714286,0.48076923076923084,0.596551724137931,0.46,"False","Grey","True",1.0,"Bug","Human-Like","False",0.71,17.7,150,"bipedal_tailed","cluster_2"
"Illumise","Bug",,0.4666666666666667,0.4865771812080537,0.33625000000000005,0.41034482758620683,0.505,0.48076923076923084,0.596551724137931,0.46,"False","Purple","True",0.1,"Bug","Human-Like","False",0.61,17.7,150,"bipedal_tailless","cluster_1"
"Roselia","Grass","Poison",0.4666666666666667,0.3959731543624161,0.40937500000000004,0.34827586206896555,0.6785714285714285,0.5153846153846154,0.4724137931034482,0.46,"False","Green","True",0.55,"Fairy","Grass","False",0.3,2.0,150,"bipedal_tailless","cluster_2"
"Gulpin","Poison",,0.30333333333333334,0.5167785234899329,0.31375000000000003,0.39793103448275857,0.31214285714285717,0.32846153846153847,0.3172413793103448,0.46,"False","Green","True",0.55,"Amorphous",,"False",0.41,10.3,225,"head_arms","cluster_1"
"Swalot","Poison",,0.5783333333333334,0.697986577181208,0.4825000000000001,0.5841379310344827,0.505,0.5361538461538462,0.41034482758620683,0.46,"False","Purple","True",0.55,"Amorphous",,"False",1.7,80.0,75,"head_arms","cluster_2"
"Carvanha","Water","Dark",0.30833333333333335,0.3657718120805369,0.5781250000000001,0.19310344827586207,0.4535714285714286,0.1,0.4724137931034482,0.46,"False","Red","True",0.55,"Water_2",,"False",0.79,20.8,225,"with_fins","cluster_1"
"Sharpedo","Water","Dark",0.5666666666666667,0.5167785234899329,0.7468750000000001,0.3172413793103448,0.6464285714285714,0.23846153846153847,0.6586206896551724,0.46,"False","Blue","True",0.55,"Water_2",,"True",1.8,88.8,60,"with_fins","cluster_2"
"Wailmer","Water",,0.4666666666666667,0.8791946308724832,0.46562500000000007,0.28620689655172415,0.48571428571428577,0.20384615384615384,0.4413793103448276,0.46,"False","Blue","True",0.55,"Field","Water_2","False",2.01,130.0,125,"with_fins","cluster_2"
"Numel","Fire","Ground",0.30833333333333335,0.4563758389261745,0.40937500000000004,0.3172413793103448,0.4535714285714286,0.2730769230769231,0.28620689655172415,0.46,"False","Yellow","True",0.55,"Field",,"False",0.71,24.0,255,"quadruped","cluster_1"
"Camerupt","Fire","Ground",0.5666666666666667,0.5167785234899329,0.6343750000000001,0.503448275862069,0.7107142857142856,0.48076923076923084,0.3172413793103448,0.46,"False","Red","True",0.55,"Field",,"True",1.91,220.0,150,"quadruped","cluster_1"
"Torkoal","Fire",,0.5833333333333334,0.5167785234899329,0.55,0.9379310344827586,0.5821428571428571,0.4461538461538461,0.19310344827586207,0.46,"False","Brown","True",0.55,"Field",,"False",0.51,80.4,90,"quadruped","cluster_2"
"Spoink","Psychic",,0.35,0.4563758389261745,0.21250000000000002,0.28620689655172415,0.48571428571428577,0.5153846153846154,0.4413793103448276,0.46,"False","Black","True",0.55,"Field",,"False",0.71,30.6,255,"head_arms","cluster_1"
"Grumpig","Psychic",,0.5833333333333334,0.5771812080536912,0.32500000000000007,0.4724137931034482,0.6142857142857142,0.7230769230769232,0.5655172413793104,0.46,"False","Purple","True",0.55,"Field",,"False",0.89,71.5,60,"bipedal_tailed","cluster_2"
"Spinda","Normal",,0.4,0.4563758389261745,0.40937500000000004,0.4413793103448276,0.4214285714285715,0.3769230769230769,0.4413793103448276,0.46,"False","Brown","True",0.55,"Field","Human-Like","False",1.09,5.0,255,"bipedal_tailed","cluster_1"
"Trapinch","Ground",,0.2833333333333333,0.3657718120805369,0.6343750000000001,0.34827586206896555,0.32499999999999996,0.2730769230769231,0.13103448275862067,0.46,"False","Brown","True",0.55,"Bug",,"False",0.71,15.0,255,"insectoid","cluster_1"
"Vibrava","Ground","Dragon",0.3666666666666666,0.3959731543624161,0.46562500000000007,0.3793103448275862,0.3571428571428571,0.3076923076923077,0.503448275862069,0.46,"False","Green","True",0.55,"Bug",,"False",1.09,15.3,120,"four_wings","cluster_2"
"Flygon","Ground","Dragon",0.6666666666666666,0.5771812080536912,0.6343750000000001,0.5655172413793104,0.5499999999999999,0.5153846153846154,0.6896551724137931,0.46,"False","Green","True",0.55,"Bug",,"False",2.01,82.0,45,"two_wings","cluster_2"
"Cacnea","Grass",,0.3583333333333333,0.3959731543624161,0.55,0.3172413793103448,0.5821428571428571,0.23846153846153847,0.28620689655172415,0.46,"False","Green","True",0.55,"Grass","Human-Like","False",0.41,51.3,190,"bipedal_tailless","cluster_1"
"Cacturne","Grass","Dark",0.5916666666666667,0.5167785234899329,0.7187500000000001,0.4413793103448276,0.775,0.3769230769230769,0.41034482758620683,0.46,"False","Green","True",0.55,"Grass","Human-Like","False",1.3,77.4,60,"bipedal_tailless","cluster_2"
"Swablu","Normal","Flying",0.31666666666666665,0.3657718120805369,0.29687500000000006,0.4413793103448276,0.2928571428571428,0.48076923076923084,0.3793103448275862,0.46,"False","Blue","True",0.55,"Flying","Dragon","False",0.41,1.2,255,"two_wings","cluster_1"
"Altaria","Dragon","Flying",0.6166666666666667,0.546979865771812,0.46562500000000007,0.6275862068965518,0.48571428571428577,0.6884615384615385,0.5655172413793104,0.46,"False","Blue","True",0.55,"Flying","Dragon","True",1.09,20.6,45,"two_wings","cluster_2"
